BLKID	POPN_TOTAL	POPN_WHITE	POPN_BLACK	POPN_NATIV	POPN_ASIAN	POPN_OTHER	BORONAME
"360050295001001"	"364"	"289"	"27"	"0"	"15"	"33"	The Bronx
"360050504001018"	"4"	"4"	"0"	"0"	"0"	"0"	The Bronx
"360050023001003"	"508"	"108"	"240"	"11"	"0"	"149"	The Bronx
"360050212001001"	"229"	"39"	"84"	"0"	"65"	"41"	The Bronx
"360050212002000"	"612"	"112"	"271"	"1"	"119"	"109"	The Bronx
"360050212003000"	"1188"	"191"	"566"	"18"	"212"	"201"	The Bronx
"360050419004009"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050351001000"	"1138"	"952"	"68"	"1"	"49"	"68"	The Bronx
"360050367001002"	"225"	"50"	"59"	"1"	"0"	"115"	The Bronx
"360050367002001"	"644"	"173"	"233"	"8"	"0"	"230"	The Bronx
"360050335002010"	"39"	"39"	"0"	"0"	"0"	"0"	The Bronx
"360050002003007"	"52"	"20"	"20"	"0"	"0"	"12"	The Bronx
"360050276001007"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050334001036"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050334001034"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050334001025"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050334001018"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050121021000"	"326"	"19"	"153"	"2"	"0"	"152"	The Bronx
"360050129011000"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050130001000"	"42"	"30"	"0"	"0"	"0"	"12"	The Bronx
"360050132001000"	"261"	"113"	"63"	"8"	"42"	"35"	The Bronx
"360050135001000"	"480"	"74"	"247"	"2"	"0"	"157"	The Bronx
"360050143001000"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050334001006"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050160000001"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050016001000"	"2627"	"555"	"1336"	"26"	"16"	"694"	The Bronx
"360050027011000"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050038001000"	"471"	"122"	"139"	"6"	"4"	"200"	The Bronx
"360050039001000"	"587"	"162"	"112"	"23"	"0"	"290"	The Bronx
"360050041001000"	"817"	"217"	"215"	"10"	"0"	"375"	The Bronx
"360050044001000"	"1410"	"306"	"619"	"25"	"10"	"450"	The Bronx
"360050048001000"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050052001000"	"308"	"65"	"99"	"1"	"0"	"143"	The Bronx
"360050064001000"	"521"	"123"	"265"	"22"	"3"	"108"	The Bronx
"360050089001000"	"390"	"96"	"101"	"4"	"0"	"189"	The Bronx
"360050117001000"	"12"	"6"	"5"	"1"	"0"	"0"	The Bronx
"360050185001000"	"429"	"69"	"278"	"3"	"0"	"79"	The Bronx
"360050199001000"	"937"	"187"	"234"	"17"	"2"	"497"	The Bronx
"360050200001000"	"195"	"92"	"21"	"2"	"7"	"73"	The Bronx
"360050202001000"	"132"	"39"	"5"	"0"	"67"	"21"	The Bronx
"360050211001000"	"425"	"92"	"151"	"7"	"0"	"175"	The Bronx
"360050227011000"	"830"	"161"	"344"	"13"	"0"	"312"	The Bronx
"360050233011000"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050241001000"	"313"	"38"	"159"	"5"	"2"	"109"	The Bronx
"360050251001000"	"339"	"50"	"79"	"5"	"34"	"171"	The Bronx
"360050254001000"	"141"	"110"	"0"	"0"	"4"	"27"	The Bronx
"360050255001000"	"1791"	"420"	"424"	"16"	"58"	"873"	The Bronx
"360050263001000"	"1230"	"306"	"260"	"20"	"40"	"604"	The Bronx
"360050264001000"	"73"	"24"	"23"	"0"	"8"	"18"	The Bronx
"360050267011000"	"412"	"87"	"66"	"5"	"41"	"213"	The Bronx
"360050267021000"	"80"	"26"	"14"	"0"	"10"	"30"	The Bronx
"360050277001000"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050296001000"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050297001000"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050307011000"	"68"	"59"	"3"	"0"	"0"	"6"	The Bronx
"360050312001000"	"203"	"98"	"47"	"0"	"27"	"31"	The Bronx
"360050319001000"	"751"	"516"	"87"	"3"	"54"	"91"	The Bronx
"360050324001000"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050330001000"	"276"	"128"	"75"	"1"	"22"	"50"	The Bronx
"360050332011000"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050338001000"	"659"	"115"	"381"	"8"	"22"	"133"	The Bronx
"360050367001000"	"248"	"46"	"91"	"3"	"4"	"104"	The Bronx
"360050369011000"	"483"	"109"	"212"	"11"	"0"	"151"	The Bronx
"360050374001000"	"190"	"25"	"75"	"0"	"0"	"90"	The Bronx
"360050380001000"	"648"	"30"	"555"	"7"	"3"	"53"	The Bronx
"360050388001000"	"370"	"5"	"349"	"3"	"0"	"13"	The Bronx
"360050392001000"	"413"	"39"	"279"	"5"	"2"	"88"	The Bronx
"360050398001000"	"306"	"15"	"277"	"0"	"1"	"13"	The Bronx
"360050399021000"	"445"	"87"	"188"	"0"	"2"	"168"	The Bronx
"360050403021000"	"729"	"212"	"123"	"19"	"13"	"362"	The Bronx
"360050407011000"	"580"	"129"	"93"	"29"	"9"	"320"	The Bronx
"360050414001000"	"224"	"8"	"165"	"4"	"25"	"22"	The Bronx
"360050422001000"	"111"	"7"	"88"	"0"	"0"	"16"	The Bronx
"360050423001000"	"855"	"289"	"238"	"7"	"4"	"317"	The Bronx
"360050024001001"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050025001001"	"139"	"53"	"18"	"6"	"0"	"62"	The Bronx
"360050027011001"	"1572"	"337"	"743"	"10"	"0"	"482"	The Bronx
"360050033001001"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050043001001"	"184"	"76"	"9"	"0"	"0"	"99"	The Bronx
"360050050011001"	"494"	"135"	"147"	"0"	"20"	"192"	The Bronx
"360050059021001"	"529"	"88"	"205"	"18"	"0"	"218"	The Bronx
"360050067001001"	"386"	"121"	"96"	"0"	"0"	"169"	The Bronx
"360050073001001"	"307"	"59"	"76"	"13"	"0"	"159"	The Bronx
"360050092001001"	"12"	"0"	"9"	"0"	"0"	"3"	The Bronx
"360050096001001"	"312"	"100"	"50"	"2"	"50"	"110"	The Bronx
"360050098001001"	"392"	"113"	"62"	"2"	"6"	"209"	The Bronx
"360050119001001"	"1187"	"227"	"594"	"31"	"3"	"332"	The Bronx
"360050131001001"	"699"	"117"	"304"	"18"	"0"	"260"	The Bronx
"360050138001001"	"88"	"86"	"1"	"0"	"0"	"1"	The Bronx
"360050141001001"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050162001001"	"242"	"199"	"4"	"0"	"6"	"33"	The Bronx
"360050169001001"	"148"	"13"	"78"	"6"	"0"	"51"	The Bronx
"360050177011001"	"497"	"68"	"279"	"2"	"0"	"148"	The Bronx
"360050179011001"	"1200"	"267"	"285"	"15"	"13"	"620"	The Bronx
"360050181011001"	"484"	"50"	"308"	"0"	"0"	"126"	The Bronx
"360050184001001"	"131"	"100"	"10"	"0"	"1"	"20"	The Bronx
"360050213011001"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050221021001"	"1677"	"477"	"139"	"36"	"9"	"1016"	The Bronx
"360050223001001"	"515"	"99"	"70"	"25"	"12"	"309"	The Bronx
"360050227011001"	"439"	"56"	"221"	"6"	"0"	"156"	The Bronx
"360050233011001"	"785"	"80"	"381"	"19"	"6"	"299"	The Bronx
"360050241001001"	"556"	"75"	"187"	"15"	"7"	"272"	The Bronx
"360050244001001"	"517"	"316"	"41"	"1"	"44"	"115"	The Bronx
"360050254001001"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050257001001"	"368"	"87"	"108"	"8"	"0"	"165"	The Bronx
"360050266021001"	"145"	"111"	"3"	"0"	"10"	"21"	The Bronx
"360050274021001"	"37"	"37"	"0"	"0"	"0"	"0"	The Bronx
"360050277001001"	"524"	"154"	"49"	"4"	"5"	"312"	The Bronx
"360050281001001"	"979"	"521"	"193"	"4"	"41"	"220"	The Bronx
"360050283001001"	"32"	"21"	"8"	"0"	"2"	"1"	The Bronx
"360050286001001"	"36"	"30"	"0"	"0"	"0"	"6"	The Bronx
"360050287001001"	"223"	"117"	"15"	"0"	"40"	"51"	The Bronx
"360050293011001"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050296001001"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050300001001"	"517"	"320"	"23"	"0"	"15"	"159"	The Bronx
"360050312001001"	"116"	"54"	"12"	"0"	"23"	"27"	The Bronx
"360050318001001"	"106"	"45"	"19"	"2"	"12"	"28"	The Bronx
"360050336001001"	"220"	"34"	"132"	"2"	"0"	"52"	The Bronx
"360050337001001"	"143"	"134"	"7"	"0"	"0"	"2"	The Bronx
"360050340001001"	"381"	"34"	"261"	"7"	"20"	"59"	The Bronx
"360050343001001"	"122"	"105"	"4"	"0"	"3"	"10"	The Bronx
"360050348001001"	"12"	"0"	"11"	"0"	"0"	"1"	The Bronx
"360050365011001"	"790"	"130"	"483"	"13"	"3"	"161"	The Bronx
"360050365021001"	"590"	"116"	"185"	"12"	"5"	"272"	The Bronx
"360050370001001"	"162"	"6"	"151"	"0"	"0"	"5"	The Bronx
"360050373001001"	"525"	"134"	"171"	"11"	"4"	"205"	The Bronx
"360050383011001"	"915"	"236"	"284"	"13"	"21"	"361"	The Bronx
"360050387001001"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050391001001"	"114"	"13"	"42"	"0"	"2"	"57"	The Bronx
"360050399011001"	"636"	"140"	"171"	"16"	"9"	"300"	The Bronx
"360050403031001"	"1012"	"255"	"201"	"12"	"61"	"483"	The Bronx
"360050415001001"	"1079"	"342"	"218"	"28"	"26"	"465"	The Bronx
"360050424001001"	"323"	"27"	"252"	"2"	"8"	"34"	The Bronx
"360050428001001"	"221"	"7"	"191"	"1"	"1"	"21"	The Bronx
"360050429021001"	"1053"	"285"	"346"	"23"	"53"	"346"	The Bronx
"360050435001001"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050436001001"	"96"	"22"	"35"	"1"	"8"	"30"	The Bronx
"360050460001001"	"998"	"195"	"634"	"31"	"0"	"138"	The Bronx
"360050484001001"	"193"	"21"	"140"	"0"	"3"	"29"	The Bronx
"360050031001002"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050035001002"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050041001002"	"413"	"85"	"73"	"39"	"0"	"216"	The Bronx
"360050043001002"	"368"	"68"	"139"	"4"	"0"	"157"	The Bronx
"360050046001002"	"21"	"8"	"8"	"1"	"0"	"4"	The Bronx
"360050051001002"	"146"	"56"	"24"	"4"	"0"	"62"	The Bronx
"360050064001002"	"501"	"101"	"215"	"0"	"27"	"158"	The Bronx
"360050068001002"	"385"	"80"	"219"	"4"	"1"	"81"	The Bronx
"360050070001002"	"142"	"26"	"61"	"5"	"0"	"50"	The Bronx
"360050071001002"	"251"	"76"	"88"	"0"	"0"	"87"	The Bronx
"360050077001002"	"223"	"36"	"101"	"8"	"0"	"78"	The Bronx
"360050078001002"	"284"	"89"	"49"	"7"	"31"	"108"	The Bronx
"360050089001002"	"276"	"131"	"28"	"5"	"5"	"107"	The Bronx
"360050098001002"	"194"	"37"	"40"	"9"	"3"	"105"	The Bronx
"360050131001002"	"227"	"43"	"68"	"9"	"0"	"107"	The Bronx
"360050135001002"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050158001002"	"230"	"122"	"35"	"0"	"19"	"54"	The Bronx
"360050163001002"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050177011002"	"801"	"182"	"292"	"12"	"6"	"309"	The Bronx
"360050202001002"	"204"	"91"	"26"	"2"	"27"	"58"	The Bronx
"360050211001002"	"318"	"66"	"110"	"8"	"3"	"131"	The Bronx
"360050215011002"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050217001002"	"733"	"134"	"373"	"9"	"3"	"214"	The Bronx
"360050222001002"	"265"	"84"	"45"	"1"	"45"	"90"	The Bronx
"360050224011002"	"1343"	"522"	"205"	"12"	"110"	"494"	The Bronx
"360050231001002"	"692"	"82"	"296"	"16"	"0"	"298"	The Bronx
"360050236001002"	"203"	"81"	"36"	"4"	"17"	"65"	The Bronx
"360050237021002"	"718"	"159"	"243"	"32"	"9"	"275"	The Bronx
"360050240001002"	"156"	"26"	"57"	"14"	"0"	"59"	The Bronx
"360050252001002"	"261"	"170"	"19"	"0"	"28"	"44"	The Bronx
"360050264001002"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050267021002"	"779"	"236"	"136"	"15"	"4"	"388"	The Bronx
"360050276001002"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050324001002"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050328001002"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050335001002"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050336001002"	"892"	"304"	"367"	"3"	"8"	"210"	The Bronx
"360050337001002"	"11"	"7"	"0"	"1"	"3"	"0"	The Bronx
"360050342001002"	"280"	"69"	"157"	"0"	"3"	"51"	The Bronx
"360050350001002"	"3"	"0"	"3"	"0"	"0"	"0"	The Bronx
"360050360001002"	"273"	"61"	"156"	"4"	"16"	"36"	The Bronx
"360050370001002"	"283"	"31"	"132"	"7"	"33"	"80"	The Bronx
"360050372001002"	"208"	"15"	"131"	"0"	"5"	"57"	The Bronx
"360050375041002"	"67"	"24"	"19"	"6"	"0"	"18"	The Bronx
"360050382001002"	"374"	"29"	"307"	"2"	"5"	"31"	The Bronx
"360050404001002"	"364"	"18"	"323"	"1"	"0"	"22"	The Bronx
"360050414001002"	"270"	"39"	"124"	"3"	"18"	"86"	The Bronx
"360050421001002"	"822"	"287"	"165"	"7"	"287"	"76"	The Bronx
"360050424001002"	"262"	"7"	"239"	"1"	"0"	"15"	The Bronx
"360050436001002"	"233"	"20"	"166"	"1"	"11"	"35"	The Bronx
"360050451011002"	"105"	"104"	"0"	"0"	"1"	"0"	The Bronx
"360050024001003"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050027021003"	"416"	"139"	"93"	"9"	"0"	"175"	The Bronx
"360050033001003"	"97"	"34"	"20"	"8"	"0"	"35"	The Bronx
"360050062001003"	"605"	"71"	"256"	"10"	"13"	"255"	The Bronx
"360050065001003"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050067001003"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050070001003"	"676"	"197"	"165"	"8"	"27"	"279"	The Bronx
"360050072001003"	"722"	"232"	"141"	"11"	"124"	"214"	The Bronx
"360050073001003"	"259"	"31"	"155"	"7"	"0"	"66"	The Bronx
"360050087001003"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050089001003"	"424"	"91"	"111"	"1"	"10"	"211"	The Bronx
"360050096001003"	"338"	"101"	"46"	"7"	"38"	"146"	The Bronx
"360050098001003"	"201"	"76"	"53"	"0"	"14"	"58"	The Bronx
"360050141001003"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050143001003"	"474"	"82"	"217"	"3"	"2"	"170"	The Bronx
"360050151001003"	"179"	"42"	"114"	"1"	"0"	"22"	The Bronx
"360050161001003"	"322"	"59"	"145"	"13"	"0"	"105"	The Bronx
"360050163001003"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050228001003"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050230001003"	"188"	"63"	"9"	"9"	"7"	"100"	The Bronx
"360050240001003"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050244001003"	"100"	"72"	"0"	"0"	"5"	"23"	The Bronx
"360050250001003"	"259"	"220"	"0"	"0"	"14"	"25"	The Bronx
"360050254001003"	"385"	"295"	"16"	"2"	"45"	"27"	The Bronx
"360050264001003"	"59"	"55"	"1"	"0"	"1"	"2"	The Bronx
"360050273001003"	"420"	"216"	"42"	"2"	"21"	"139"	The Bronx
"360050160001004"	"211"	"157"	"10"	"4"	"15"	"25"	The Bronx
"360050274021003"	"138"	"133"	"0"	"0"	"0"	"5"	The Bronx
"360050287001003"	"123"	"45"	"17"	"2"	"3"	"56"	The Bronx
"360050295001003"	"103"	"75"	"11"	"0"	"0"	"17"	The Bronx
"360050348001003"	"147"	"10"	"110"	"0"	"0"	"27"	The Bronx
"360050367001003"	"175"	"40"	"74"	"0"	"0"	"61"	The Bronx
"360050368001003"	"286"	"29"	"234"	"3"	"0"	"20"	The Bronx
"360050370001003"	"317"	"42"	"263"	"4"	"0"	"8"	The Bronx
"360050375041003"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050383021003"	"1323"	"238"	"457"	"25"	"8"	"595"	The Bronx
"360050404001003"	"206"	"38"	"152"	"0"	"0"	"16"	The Bronx
"360050429011003"	"894"	"326"	"208"	"7"	"80"	"273"	The Bronx
"360050435001003"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050448001003"	"364"	"23"	"309"	"1"	"0"	"31"	The Bronx
"360050449011003"	"154"	"152"	"0"	"0"	"1"	"1"	The Bronx
"360050456001003"	"225"	"15"	"186"	"5"	"5"	"14"	The Bronx
"360050031001004"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050033001004"	"85"	"15"	"40"	"0"	"0"	"30"	The Bronx
"360050046001004"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050060001004"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050063001004"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050092001004"	"232"	"63"	"14"	"5"	"49"	"101"	The Bronx
"360050093001004"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050138001004"	"106"	"92"	"1"	"0"	"0"	"13"	The Bronx
"360050164001004"	"129"	"60"	"10"	"0"	"2"	"57"	The Bronx
"360050169001004"	"366"	"70"	"214"	"2"	"1"	"79"	The Bronx
"360050209001004"	"277"	"33"	"87"	"1"	"0"	"156"	The Bronx
"360050240001004"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050254001004"	"294"	"218"	"13"	"0"	"31"	"32"	The Bronx
"360050266021004"	"280"	"200"	"11"	"0"	"8"	"61"	The Bronx
"360050274021004"	"115"	"103"	"0"	"0"	"0"	"12"	The Bronx
"360050283001004"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050300001004"	"91"	"74"	"2"	"0"	"0"	"15"	The Bronx
"360050309001004"	"20"	"20"	"0"	"0"	"0"	"0"	The Bronx
"360050314001004"	"155"	"114"	"11"	"0"	"3"	"27"	The Bronx
"360050332011004"	"471"	"236"	"82"	"3"	"26"	"124"	The Bronx
"360050358001004"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050360001004"	"68"	"17"	"43"	"0"	"0"	"8"	The Bronx
"360050379001004"	"352"	"74"	"204"	"2"	"2"	"70"	The Bronx
"360050382001004"	"199"	"5"	"169"	"0"	"1"	"24"	The Bronx
"360050395001004"	"178"	"22"	"79"	"8"	"0"	"69"	The Bronx
"360050404001004"	"286"	"26"	"223"	"13"	"0"	"24"	The Bronx
"360050419001004"	"225"	"72"	"23"	"0"	"60"	"70"	The Bronx
"360050422001004"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050436001004"	"253"	"27"	"199"	"0"	"5"	"22"	The Bronx
"360050449011004"	"162"	"156"	"3"	"2"	"0"	"1"	The Bronx
"360050451011004"	"260"	"211"	"14"	"0"	"17"	"18"	The Bronx
"360050460001004"	"271"	"104"	"159"	"0"	"3"	"5"	The Bronx
"360050504001004"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050516001004"	"150"	"107"	"19"	"1"	"8"	"15"	The Bronx
"360050020001005"	"62"	"13"	"12"	"5"	"0"	"32"	The Bronx
"360050069001005"	"60"	"19"	"7"	"0"	"7"	"27"	The Bronx
"360050078001005"	"387"	"107"	"93"	"4"	"71"	"112"	The Bronx
"360050138001005"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050153001005"	"22"	"8"	"9"	"0"	"0"	"5"	The Bronx
"360050158001005"	"112"	"53"	"12"	"0"	"6"	"41"	The Bronx
"360050185001005"	"333"	"52"	"164"	"4"	"0"	"113"	The Bronx
"360050194001005"	"117"	"61"	"16"	"0"	"0"	"40"	The Bronx
"360050231001005"	"186"	"37"	"63"	"0"	"0"	"86"	The Bronx
"360050266011005"	"220"	"149"	"3"	"0"	"14"	"54"	The Bronx
"360050276001005"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050287001005"	"262"	"158"	"39"	"5"	"33"	"27"	The Bronx
"360050296001005"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050297001005"	"470"	"419"	"23"	"0"	"15"	"13"	The Bronx
"360050318001005"	"148"	"47"	"43"	"4"	"10"	"44"	The Bronx
"360050324001005"	"1"	"1"	"0"	"0"	"0"	"0"	The Bronx
"360050334001005"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050375041005"	"80"	"17"	"21"	"1"	"0"	"41"	The Bronx
"360050383021005"	"464"	"46"	"183"	"5"	"3"	"227"	The Bronx
"360050389001005"	"318"	"183"	"72"	"0"	"5"	"58"	The Bronx
"360050409001005"	"139"	"96"	"10"	"1"	"14"	"18"	The Bronx
"360050422001005"	"359"	"18"	"318"	"10"	"0"	"13"	The Bronx
"360050449021005"	"327"	"283"	"10"	"0"	"0"	"34"	The Bronx
"360050031001006"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050035001006"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050046001006"	"476"	"111"	"249"	"2"	"2"	"112"	The Bronx
"360050060001006"	"611"	"190"	"107"	"9"	"2"	"303"	The Bronx
"360050069001006"	"235"	"24"	"114"	"0"	"14"	"83"	The Bronx
"360050078001006"	"9"	"0"	"9"	"0"	"0"	"0"	The Bronx
"360050096001006"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050110001006"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050220001006"	"464"	"103"	"129"	"9"	"5"	"218"	The Bronx
"360050326001006"	"98"	"60"	"4"	"0"	"17"	"17"	The Bronx
"360050358001006"	"187"	"17"	"159"	"0"	"0"	"11"	The Bronx
"360050385001006"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050387001006"	"526"	"111"	"285"	"3"	"4"	"123"	The Bronx
"360050434001006"	"180"	"35"	"131"	"0"	"11"	"3"	The Bronx
"360050449011006"	"28"	"21"	"5"	"0"	"2"	"0"	The Bronx
"360050516001006"	"94"	"77"	"0"	"3"	"5"	"9"	The Bronx
"360050069001007"	"141"	"61"	"41"	"4"	"1"	"34"	The Bronx
"360050087001007"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050141001007"	"353"	"81"	"146"	"3"	"0"	"123"	The Bronx
"360050143001007"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050185001007"	"86"	"13"	"58"	"1"	"0"	"14"	The Bronx
"360050220001007"	"128"	"19"	"71"	"0"	"11"	"27"	The Bronx
"360050335001007"	"37"	"29"	"0"	"0"	"8"	"0"	The Bronx
"360050385001007"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050422001007"	"420"	"19"	"384"	"1"	"0"	"16"	The Bronx
"360050462021007"	"37"	"7"	"18"	"0"	"0"	"12"	The Bronx
"360050035001008"	"129"	"46"	"32"	"0"	"1"	"50"	The Bronx
"360050060001008"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050090001008"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050118001008"	"31"	"27"	"4"	"0"	"0"	"0"	The Bronx
"360050138001008"	"3"	"0"	"0"	"0"	"0"	"3"	The Bronx
"360050160001008"	"164"	"140"	"3"	"2"	"0"	"19"	The Bronx
"360050200001008"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050219001008"	"13"	"6"	"0"	"0"	"1"	"6"	The Bronx
"360050231001008"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050240001008"	"208"	"55"	"60"	"1"	"6"	"86"	The Bronx
"360050296001008"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050297001008"	"31"	"14"	"5"	"0"	"4"	"8"	The Bronx
"360050358001008"	"236"	"13"	"186"	"0"	"3"	"34"	The Bronx
"360050385001008"	"632"	"100"	"285"	"11"	"0"	"236"	The Bronx
"360050428002000"	"359"	"7"	"323"	"0"	"8"	"21"	The Bronx
"360050430002000"	"142"	"14"	"128"	"0"	"0"	"0"	The Bronx
"360050434002000"	"320"	"15"	"215"	"7"	"5"	"78"	The Bronx
"360050449012000"	"119"	"118"	"0"	"0"	"0"	"1"	The Bronx
"360050449022000"	"367"	"345"	"4"	"0"	"6"	"12"	The Bronx
"360050458002000"	"1409"	"278"	"715"	"27"	"5"	"384"	The Bronx
"360050004002001"	"20"	"0"	"5"	"0"	"0"	"15"	The Bronx
"360050016002001"	"265"	"98"	"46"	"6"	"7"	"108"	The Bronx
"360050027022001"	"277"	"37"	"141"	"0"	"3"	"96"	The Bronx
"360050041002001"	"797"	"180"	"210"	"21"	"0"	"386"	The Bronx
"360050065002001"	"591"	"61"	"399"	"2"	"0"	"129"	The Bronx
"360050072002001"	"316"	"60"	"49"	"0"	"92"	"115"	The Bronx
"360050090001009"	"9"	"0"	"9"	"0"	"0"	"0"	The Bronx
"360050161001009"	"150"	"8"	"122"	"0"	"0"	"20"	The Bronx
"360050194001009"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050240001009"	"201"	"61"	"35"	"5"	"9"	"91"	The Bronx
"360050264001009"	"125"	"94"	"0"	"0"	"2"	"29"	The Bronx
"360050284001009"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050345001009"	"44"	"30"	"7"	"0"	"4"	"3"	The Bronx
"360050348001009"	"54"	"3"	"38"	"1"	"5"	"7"	The Bronx
"360050462011009"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050060001010"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050165001010"	"85"	"13"	"44"	"0"	"0"	"28"	The Bronx
"360050219001010"	"4"	"0"	"4"	"0"	"0"	"0"	The Bronx
"360050348001010"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050001001011"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050077001011"	"510"	"121"	"128"	"8"	"7"	"246"	The Bronx
"360050143001011"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050194001011"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050200001011"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050220001011"	"93"	"22"	"17"	"1"	"3"	"50"	The Bronx
"360050462021011"	"624"	"107"	"330"	"10"	"0"	"177"	The Bronx
"360050143001012"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050164001012"	"60"	"48"	"0"	"0"	"0"	"12"	The Bronx
"360050165001012"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050284001012"	"0"	"0"	"0"	"0"	"0"	"0"	The Bronx
"360050462021012"	"827"	"154"	"487"	"6"	"12"	"168"	The Bronx
