ID	NAME	ONEWAY	TYPE
"9823"			motorway_link
"9824"	149th St		residential
"9825"	27th Ave		residential
"9826"	150th Ave		residential
"9827"	King Ave		residential
"9828"	152nd St		residential
"9829"	Grand Central Pky		residential
"9830"	Paulis Pl		residential
"9831"	Kildare Rd		residential
"9832"	Hawkins St		residential
"9833"	104th Ave		residential
"9834"	192nd St		residential
"9835"	"Throgs Neck Expy; I-295"	true	motorway
"9836"	172nd St		residential
"9837"			residential
"9838"	Throgs Neck Expy	true	motorway
"9839"	190th St		residential
"9840"	184th St		residential
"9841"			motorway_link
"9842"	Meyer Ave		residential
"9843"			motorway_link
"9844"	168th Pl		residential
"9845"	Kilroe St		residential
"9846"	Cross St		residential
"9847"	125th Ave		residential
"9848"	50th Ave		residential
"9849"	202nd St		residential
"9850"	201st St		residential
"9851"			motorway_link
"9852"	Ava Pl		residential
"9853"	166th St		residential
"9854"			residential
"9855"	Edgerton Rd		residential
"9856"	Carroll St		residential
"9857"	King Ave		residential
"9858"			motorway_link
"9859"	Beach 60th St		residential
"9860"			motorway_link
"9861"	187th St		residential
"9862"	South Conduit Entrance Eb		residential
"9863"	170th St		residential
"9864"	34th Ave		residential
"9865"	105th Ave		residential
"9866"	William Ave		residential
"9867"	Beach 59th St		residential
"9868"	Roe Pl		residential
"9869"	153rd St		residential
"9870"	Tryon Pl		residential
"9871"	Surrey Pl		residential
"9872"	Grnd Cntrl Parkway Entrance Eb		residential
"9873"	Claude Ave		residential
"9874"	193rd St		residential
"9875"			residential
"9876"			residential
"9877"	173rd St		residential
"9878"	Warwick Cres		residential
"9879"	Wexford Ter		residential
"9880"	Jfk Expressway Exit Naval Base		residential
"9881"	Devonshire Rd		residential
"9882"	152nd St		residential
"9883"	Doncaster Pl		residential
"9884"	169th St		residential
"9885"	Beach 59th St		residential
"9886"	Bowne St		residential
"9887"	185th St		residential
"9888"	204th St		residential
"9889"	Centre St		residential
"9890"	Dillon St		residential
"9891"	89th Ave		residential
"9892"	Beach St		residential
"9893"	106th Ave		residential
"9894"	203rd St		residential
"9895"	108th Dr		residential
"9896"	53rd Ave		residential
"9897"	193rd St		residential
"9898"	"Clearview Expy; I-295"		motorway
"9899"	Hendrickson Pl		residential
"9900"			residential
"9901"	Doncaster Pl		residential
"9902"	Brian Cresent		residential
"9903"	Edgerton Blvd		residential
"9904"	47th Ave		tertiary
"9905"	"Clearview Expy; I-295; Clearview Expy"	true	motorway
"9906"	Winter St		residential
"9907"	Bell Blvd		tertiary
"9908"	Hunter Ave		residential
"9909"	Bowne St		residential
"9910"	90th Ave		residential
"9911"	William Ave		residential
"9912"	Southern Pky		motorway
"9913"	154th St		residential
"9914"			motorway_link
"9915"			residential
"9916"			motorway_link
"9917"	Hillside Ave		residential
"9918"	Meyer Ave		residential
"9919"	194th St		residential
"9920"	Captain Manheim Cir		residential
"9921"	Dumphries Pl		residential
"9922"	27th Ave		residential
"9923"	Jfk Expressway Exit Naval Base		residential
"9924"	Crocheron Ave		residential
"9925"	35th Ave		tertiary
"9926"	205th St		residential
"9927"	Mathias Ave		residential
"9928"			unclassified
"9929"			motorway_link
"9930"	Beach 58th St		residential
"9931"	Almeda Ave		residential
"9932"	107th Ave		residential
"9933"	170th St		residential
"9934"	Bedell St		residential
"9935"	Earley St		residential
"9936"	186th St		residential
"9937"	91st Ave		residential
"9938"			motorway_link
"9939"	Dermody Sq		residential
"9940"	110th Rd		residential
"9941"	124th Ave		residential
"9942"	Tudor Rd		residential
"9943"	194th St		residential
"9944"	William Ave		residential
"9945"	172nd St		residential
"9946"	Robin Ln		residential
"9947"	Emily Rd		residential
"9948"	Pell Pl		residential
"9949"	167th St		residential
"9950"	Lori Dr		residential
"9951"	175th St		residential
"9952"	206th St		residential
"9953"	203rd Pl		residential
"9954"	28th Ave		residential
"9955"	171st St		residential
"9956"	112th Rd		residential
"9957"	Reynold St		residential
"9958"	109th Rd		residential
"9959"	195th St		residential
"9960"	Dalny Rd		residential
"9961"	Barron St		residential
"9962"	88th Ave		residential
"9963"	108th Rd		residential
"9964"	186th Ln		residential
"9965"	173rd St		residential
"9966"	King Ave		residential
"9967"	Beach 57th St		residential
"9968"	186th Ln		residential
"9969"	189th St		residential
"9970"	Pilot St		residential
"9971"			unclassified
"9972"	109th Dr		residential
"9973"	195th St		residential
"9974"	103rd Rd		residential
"9975"	Reville St		residential
"9976"	Estates Ln		residential
"9977"	89th Ave		residential
"9978"	Melissa Ct		residential
"9979"	Darren Dr		residential
"9980"			motorway_link
"9981"	Baisley Blvd S		residential
"9982"	135th Ave		residential
"9983"			motorway_link
"9984"	Marine St		residential
"9985"	Tier St		residential
"9986"	169th Pl		residential
"9987"			motorway_link
"9988"	Jordan Dr		residential
"9989"	104th Ave		residential
"9990"	Wareham Pl		residential
"9991"	134th Ave		residential
"9992"	207th St		residential
"9993"	Nadal Pl		residential
"9994"	170th St		residential
"9995"	204th St		residential
"9996"	29th Ave		residential
"9997"	90th Ave		residential
"9998"	133rd Ave		residential
"9999"	Aberdeen Rd		residential
"10000"	Bonnie Ln		residential
"10001"	Phroane Ave		residential
"10002"	186th Ln		residential
"10003"			motorway_link
"10004"	23rd Rd		residential
"10005"	JFK EXPWY		motorway
"10006"	116th Ave		residential
"10007"	111th Ave		residential
"10008"	Beach 56th Pl		residential
"10009"	36th Ave		residential
"10010"	Beach 56th St		residential
"10011"	206th St		residential
"10012"	109th Rd		residential
"10013"	I-495		motorway
"10014"	Kent St		residential
"10015"	186th Ln		residential
"10016"			motorway_link
"10017"	Kirby St		residential
"10018"	151st Pl		residential
"10019"	196th St		residential
"10020"			motorway_link
"10021"	Sayres Ave		residential
"10022"	166th St		residential
"10023"	132nd Ave		residential
"10024"	190th St		residential
"10025"	172nd St		residential
"10026"	56th Ave		residential
"10027"	Buckley St		residential
"10028"	108th Dr		residential
"10029"	Browns Ln		residential
"10030"	110th Rd		residential
"10031"	153rd Pl		residential
"10032"	167th St		residential
"10033"	169th Pl		residential
"10034"	171st St		residential
"10035"	42nd Rd		residential
"10036"	Central Terminal Area		residential
"10037"	175th St		residential
"10038"	186th Ln		residential
"10039"	151st Pl		residential
"10040"	Baisley Blvd		residential
"10041"			service
"10042"	146th Ave		residential
"10043"	Beach 56 St		residential
"10044"	Edgemere Ave		residential
"10045"	167th St		residential
"10046"	188th St		tertiary
"10047"			motorway_link
"10048"	Michael Ct		residential
"10049"			residential
"10050"	Michael Pl		residential
"10051"	171st Pl		residential
"10052"	Estates Dr		residential
"10053"	208th St		residential
"10054"	15th Rd		residential
"10055"	64th Ave		residential
"10056"	Jordan Ct		residential
"10057"			unclassified
"10058"	44th Ave		residential
"10059"	Brown Ln		residential
"10060"	JFK EXPWY		motorway
"10061"			unclassified
"10062"	Horton St		residential
"10063"	110th Rd		residential
"10064"	45th Rd		residential
"10065"	Diane Pl		residential
"10066"			unclassified
"10067"	178th St		residential
"10068"	38th Ave		residential
"10069"	153rd St		residential
"10070"	176th St		residential
"10071"			motorway_link
"10072"	King St		residential
"10073"	Rochelle St		residential
"10074"			unclassified
"10075"	167th St		residential
"10076"	110th Rd		residential
"10077"	Minnieford Ave		residential
"10078"	King Ave		residential
"10079"	129th Ave		residential
"10080"	Midland Pky		residential
"10081"			motorway_link
"10082"	Diane Pl		residential
"10083"	Robert Rd		residential
"10084"	136th Ave		residential
"10085"	Clearview Exwy Service Road		motorway_link
"10086"	153rd Ln		residential
"10087"	192nd St		residential
"10088"	Hor Harding Expressway Exit Eb		motorway_link
"10089"	115th Ave		residential
"10090"	205th St		residential
"10091"	Clearview Exwy Service Road		residential
"10092"	26th Ave		tertiary
"10093"	Grannatt Pl		service
"10094"	Beach 55th St		residential
"10095"	Lakeview Blvd E		residential
"10096"	118th Ave		residential
"10097"	173rd St		residential
"10098"	Hawkins St		residential
"10099"	Cranston St		residential
"10100"	ARRIVALS		residential
"10101"	192nd St		residential
"10102"	Beach 55 St		residential
"10103"	176th St		residential
"10104"	Beach 54th St		residential
"10105"	O Donnell Rd		residential
"10106"	58th Ave		residential
"10107"	186th St		residential
"10108"	118th Rd		residential
"10109"	Windward Ln		residential
"10110"	Clearview Exwy Service Road		motorway_link
"10111"	Rochelle St		residential
"10112"	Leeward Ln		residential
"10113"	190th St		residential
"10114"	165th St		residential
"10115"	Guy R Brewer Blvd		residential
"10116"	Guy R Brewer Blvd		residential
"10117"	175th St		residential
"10118"	Long St		residential
"10119"	119th Ave		residential
"10120"	154th St		residential
"10121"	DEPARTURES		residential
"10122"	119th Rd		residential
"10123"	15th Dr		residential
"10124"	Brewer Blvd		residential
"10125"	115th Ave		residential
"10126"	208th Pl		residential
"10127"			residential
"10128"	109th Ave		residential
"10129"	196th Pl		residential
"10130"	Tier St		residential
"10131"	179th St		residential
"10132"	119th Dr		residential
"10133"			residential
"10134"	103rd Rd		residential
"10135"	45th Dr		residential
"10136"	18th Ave		residential
"10137"			pedestrian
"10138"	188th St		tertiary
"10139"	Corporal Kennedy St		residential
"10140"	155th St		residential
"10141"	Radnor St		residential
"10142"	120th Ave		residential
"10143"	50th Ave		residential
"10144"	168th St		residential
"10145"	Marsden St		residential
"10146"	121st Ave		residential
"10147"	153rd Ct		residential
"10148"	201st St		residential
"10149"	42nd Ave		residential
"10150"	Beach 54th St		residential
"10151"	165th St		residential
"10152"			unclassified
"10153"	Clearview Exwy Service Road		unclassified
"10154"	26th Ave		tertiary
"10155"	14th Ave		residential
"10156"	122nd Ave		residential
"10157"	32nd Ave		residential
"10158"			motorway_link
"10159"			motorway_link
"10160"	27th Ave		residential
"10161"	209th St		residential
"10162"	Fordham Pl		residential
"10163"	15th Ave		residential
"10164"	104th Ave		residential
"10165"	169th St		residential
"10166"	187th St		residential
"10167"	Marine St		residential
"10168"	188th St		tertiary
"10169"	28th Ave		residential
"10170"	177th St		residential
"10171"			motorway_link
"10172"	69th Ave		residential
"10173"	Horton St		residential
"10174"	145th Dr		residential
"10175"	193rd St		residential
"10176"	Beach 53rd St		residential
"10177"	Chevy Chase St		residential
"10178"	Fordham Pl		residential
"10179"			motorway_link
"10180"	179th Pl		residential
"10181"	105th Ave		residential
"10182"	Radnor Rd		residential
"10183"	Kruger Rd		residential
"10184"			motorway_link
"10185"	Leeward Ln		residential
"10186"	197th St		residential
"10187"	Windward Ln		residential
"10188"	155th St		residential
"10189"	46th Rd		residential
"10190"	43rd Ave		residential
"10191"	138th Ave		residential
"10192"	Corporal Kennedy St		residential
"10193"	32nd Ave		residential
"10194"	51st Ave		residential
"10195"	33rd Ave		residential
"10196"	106th Ave		residential
"10197"	Belden St		residential
"10198"	71st Cres		residential
"10199"	202nd St		residential
"10200"	157th St		residential
"10201"	49th Ave		residential
"10202"	Windward Ln		residential
"10203"			residential
"10204"			motorway_link
"10205"			motorway_link
"10206"	178th Pl		residential
"10207"	23rd Ave		residential
"10208"	71st Cres		residential
"10209"	Avon St		residential
"10210"	178th Pl		residential
"10211"	Wren Pl		residential
"10212"	Polhemus Ave		residential
"10213"	208th St		residential
"10214"	Windward Ln		residential
"10215"	71st Cres		residential
"10216"	Bay Club Dr		residential
"10217"	212th St		residential
"10218"			residential
"10219"	116th Ave		residential
"10220"	30th Ave		residential
"10221"	180th St		residential
"10222"	128th Ave		residential
"10223"	156th St		residential
"10224"			residential
"10225"	N Hangar Rd		residential
"10226"	Avon Rd		residential
"10227"	190th Ln		residential
"10228"	Beach 52nd St		residential
"10229"	145th Ave		residential
"10230"	Lakeview Ln		residential
"10231"	194th St		residential
"10232"	Fern Pl		residential
"10233"	Weeks Ln		residential
"10234"	33rd Ave		residential
"10235"	Cross Island Parkway Entrance Sb		motorway_link
"10236"	Totten Ave		residential
"10237"			residential
"10238"	171st Pl		residential
"10239"	64th Cir		residential
"10240"	198th St		residential
"10241"	Conch Pl		residential
"10242"	160th St		residential
"10243"	129th Ave		residential
"10244"	192nd St		residential
"10245"	189th St		residential
"10246"	164th St		residential
"10247"	203rd St		residential
"10248"	Beach 51st St		residential
"10249"	194th St		residential
"10250"	170th St		residential
"10251"	Watson Pl		residential
"10252"	119th Ave		residential
"10253"	Haddon St		residential
"10254"	46th Rd		residential
"10255"			motorway_link
"10256"			motorway_link
"10257"	174th St		residential
"10258"	Elizabeth Ave		residential
"10259"	Avon Rd		residential
"10260"			pedestrian
"10261"	Troon Rd		residential
"10262"	Pedestrian Ovps		footway
"10263"	179th Pl		residential
"10264"	192nd St		residential
"10265"	157th St		residential
"10266"	156th St		residential
"10267"	181st St		residential
"10268"	211th St		residential
"10269"	Underhill		residential
"10270"	32nd Dr		residential
"10271"	34th Ave		residential
"10272"	137th Ave		residential
"10273"	Ruscoe St		residential
"10274"	Kent St		residential
"10275"	46th Ave		residential
"10276"	Beach 51st St		residential
"10277"			motorway_link
"10278"	18th Ave		residential
"10279"	67th Ave		residential
"10280"	15th Ave		residential
"10281"			residential
"10282"	178th St		residential
"10283"	199th St		residential
"10284"	28th Rd		residential
"10285"	Perth Rd		residential
"10286"	158th St		residential
"10287"			residential
"10288"	161st St		residential
"10289"	165th St		residential
"10290"	Foch Blvd		residential
"10291"	190th St		residential
"10292"			residential
"10293"	Little Bay Rd		residential
"10294"			motorway_link
"10295"	89th Ave		residential
"10296"	175th St		residential
"10297"	Rex Rd		residential
"10298"	204th St		residential
"10299"	Edgemere Park Rd		residential
"10300"	196th Pl		residential
"10301"	Hovenden Rd		residential
"10302"	140th Ave		residential
"10303"	120th Ave		residential
"10304"	69th Ave		residential
"10305"	197th St		residential
"10306"	158th St		residential
"10307"	Somerset St		residential
"10308"	71st Cres		residential
"10309"	Beach 50th St		residential
"10310"	111th Rd		residential
"10311"	Duane Rd		residential
"10312"	Willets St		residential
"10313"			residential
"10314"	Bayside St		residential
"10315"	161st Pl		residential
"10316"	Circle Dr		residential
"10317"	130th Ave		residential
"10318"	145th Rd		residential
"10319"	194th Ln		residential
"10320"	Peck Ave		residential
"10321"	Beach 50th St		residential
"10322"	209th St		residential
"10323"			residential
"10324"	16th Ave		residential
"10325"	"14th Ave; Waters Edge Dr"		residential
"10326"	Conch Pl		residential
"10327"	172nd St		residential
"10328"	30th Ave		residential
"10329"	182nd St		residential
"10330"			motorway_link
"10331"	64th Ave		residential
"10332"	106th Rd		residential
"10333"	Foch Blvd		residential
"10334"	Cambridge Rd		residential
"10335"	69th Ave		residential
