ID	NAME	ONEWAY	TYPE
"8826"	Siclen St		residential
"8827"	Murray St		residential
"8828"			residential
"8829"	94th Ave		residential
"8830"			motorway_link
"8831"	155th St		residential
"8832"	Holland Ave		residential
"8833"	Hollywood Ave		residential
"8834"	Balsam Pl		residential
"8835"	East Hangar Rd		residential
"8836"	33rd Rd		residential
"8837"	132nd St		residential
"8838"	6th Rd		residential
"8839"	139th St		residential
"8840"	14th Rd		residential
"8841"	Murray St		residential
"8842"	105th Ave		residential
"8843"	Smedley St		residential
"8844"	156th St		residential
"8845"	Sunset Trl		residential
"8846"	Aster Pl		residential
"8847"	Ruland Pl		residential
"8848"			motorway_link
"8849"	95th Ave		residential
"8850"	3rd Ave		residential
"8851"	Meagher Ave		residential
"8852"	Leggett Pl		residential
"8853"	Adee Dr		residential
"8854"	144th St		residential
"8855"	5th Ave		residential
"8856"	Kearney Ave		residential
"8857"	135th St		residential
"8858"	Pennyfield Ave		residential
"8859"	129th St		residential
"8860"	156th St		residential
"8861"	Beach 87th St		residential
"8862"	7th Ave		residential
"8863"	Hollywood Ave		residential
"8864"	134th St		residential
"8865"	130th Pl		residential
"8866"	152nd St		residential
"8867"	Nassau Expy		residential
"8868"	156th St		residential
"8869"	Linden Ave		residential
"8870"	Sampson Ave		residential
"8871"	150th Pl		residential
"8872"	Remington St		residential
"8873"	East Hangar Rd		residential
"8874"	150th St		residential
"8875"	97th Ave		residential
"8876"	87th Ave		residential
"8877"	85th Ave		residential
"8878"	9th Ave		residential
"8879"	87th Rd		residential
"8880"	152nd St		residential
"8881"	Pennyfield Ave		residential
"8882"	75th Rd		residential
"8883"	153rd St		residential
"8884"	143rd St		residential
"8885"	72nd Ave		residential
"8886"	Throgs Neck Expy		residential
"8887"	Miles Ave		residential
"8888"			motorway_link
"8889"	151st Pl		residential
"8890"	88th Ave		residential
"8891"	Goethals Ave		residential
"8892"	Powells Cove Blvd		residential
"8893"	Beach 86th St		residential
"8894"	Shore Rd		motorway_link
"8895"			motorway_link
"8896"	Foch Blvd		residential
"8897"	13th Ave		residential
"8898"	138th Pl		residential
"8899"	157th St		residential
"8900"	150th Pl		residential
"8901"	Park Dr		residential
"8902"	Peace St		residential
"8903"	Adee Dr		residential
"8904"	Sampson Ave		residential
"8905"	Adee Dr		residential
"8906"	Meagher Ave		residential
"8907"	157th St		residential
"8908"	129th St		residential
"8909"	151st Pl		residential
"8910"	Shore Rd		residential
"8911"	152nd Ave		residential
"8912"	9th Ave		residential
"8913"	154th St		residential
"8914"	Parsons Blvd		tertiary
"8915"	12th Ave		residential
"8916"			residential
"8917"			residential
"8918"	75th Ave		residential
"8919"	Beach 85th St		residential
"8920"	145th St		residential
"8921"			residential
"8922"	102nd Ave		residential
"8923"	156th St		residential
"8924"	Prentiss Ave		residential
"8925"	Sampson Ave		residential
"8926"	Rockaway Fwy		residential
"8927"	Beach Channel Dr		residential
"8928"	192nd Ave		residential
"8929"			residential
"8930"	Shore Rd		residential
"8931"	144th Pl		residential
"8932"	30th Pl		residential
"8933"	Maple Ave		residential
"8934"	Edge St		residential
"8935"	Chaffee Ave		residential
"8936"	Village Rd		residential
"8937"	Reynolds Ave		residential
"8938"	Sanders Pl		residential
"8939"	Orchard Beach Rd		residential
"8940"	76th Ave		residential
"8941"	Cresskill Pl		residential
"8942"	155th St		residential
"8943"	Lloyd Rd		residential
"8944"	Dock St		residential
"8945"	146th St		residential
"8946"	152nd St		residential
"8947"			residential
"8948"	152nd St		residential
"8949"	Prentiss Ave		residential
"8950"	148th St		residential
"8951"	154th St		residential
"8952"	2nd Ave		residential
"8953"	Parsons Blvd		residential
"8954"	150th St		residential
"8955"	I-878		motorway
"8956"	Beach 84th St		residential
"8957"	Clintonville St		residential
"8958"	85th Rd		residential
"8959"	155th St		residential
"8960"	Cedric Rd		residential
"8961"	Oak Ave		residential
"8962"	85th Dr		residential
"8963"	Beach 84 St		residential
"8964"	Rockaway Fwy		secondary
"8965"	Terrace Pl		residential
"8966"	Indian Trl		residential
"8967"	157th St		residential
"8968"	Pennyfield Ave		residential
"8969"	Orchard Beach Rd		residential
"8970"	Gotham Rd		residential
"8971"	Lawton Ave		residential
"8972"	Driveway Dr		residential
"8973"	86th Ave		residential
"8974"	Balsam Pl		residential
"8975"	159th St		residential
"8976"	11th Ave		residential
"8977"	Main St		residential
"8978"	142nd St		residential
"8979"	104th Ave		residential
"8980"	Clintonville St		tertiary
"8981"	Beach 84th St		residential
"8982"			motorway_link
"8983"	Brisbin St		residential
"8984"			motorway_link
"8985"	6th Ave		residential
"8986"	43rd Ave		residential
"8987"	149th St		residential
"8988"	Aster Pl		residential
"8989"	5th Ave		residential
"8990"	Sutphin Blvd		secondary
"8991"	Throgs Neck Expy		motorway_link
"8992"	Beach 83rd St		residential
"8993"	4th Ave		residential
"8994"	159th St		residential
"8995"	13th Ave		residential
"8996"			motorway_link
"8997"			residential
"8998"	Pedestrian Ovps		residential
"8999"	130th Pl		residential
"9000"	Southern Parkway Exit Eb		residential
"9001"	Southern Parkway Entrance Wb		residential
"9002"	Orchard Beach Rd		residential
"9003"	Station Rd		residential
"9004"	159th St		residential
"9005"			motorway_link
"9006"	9th Ave		residential
"9007"	Depot Rd		residential
"9008"	156th St		residential
"9009"	Plaza Pl		residential
"9010"	Meagher Ave		residential
"9011"	160th St		residential
"9012"	158th St		residential
"9013"	156th St		residential
"9014"	Beach 82nd St		residential
"9015"	Finnard Ave		residential
"9016"	Beach 82 St		residential
"9017"	3rd Ave		residential
"9018"	131st St		residential
"9019"	135th Rd		residential
"9020"	Locke Ave		residential
"9021"	3rd Ave		residential
"9022"	131st Ave		residential
"9023"	5th Ave		residential
"9024"	146th St		residential
"9025"			motorway_link
"9026"		true	motorway_link
"9027"	Allendale St		residential
"9028"	151st St		residential
"9029"	Magnolia Pl		residential
"9030"	Washington Ave		residential
"9031"			motorway_link
"9032"	Chaffee Ave		residential
"9033"	160th St		residential
"9034"	Pinegrove St		residential
"9035"	Francis Lewis Blvd	yes	secondary
"9036"			motorway_link
"9037"	7th Ave		residential
"9038"	Village Rd		residential
"9039"	106th Ave		residential
"9040"	105th Ave		residential
"9041"			motorway_link
"9042"	6th Ave		residential
"9043"			motorway_link
"9044"	Blair Ave		residential
"9045"	Mullan Pl		residential
"9046"			residential
"9047"			residential
"9048"	Liverpool St		residential
"9049"	154th St		residential
"9050"	148th St		residential
"9051"	90th Ave		residential
"9052"	152nd St		residential
"9053"	160th St		residential
"9054"	157th St		residential
"9055"	107th Ave		residential
"9056"	Poplar Ave		residential
"9057"	Federal Cir		residential
"9058"	Federal Cir		residential
"9059"	5th Ave		residential
"9060"	45th Ave		residential
"9061"	161st St		residential
"9062"	159th St		residential
"9063"	150th Ave		residential
"9064"			motorway_link
"9065"	29th Ave		tertiary
"9066"	156th St		residential
"9067"	82nd Dr		residential
"9068"	159th St		residential
"9069"	Prentiss Ave		residential
"9070"	Inwood St		residential
"9071"	Blair Ave		residential
"9072"	"154th St; Cryders Ln"		residential
"9073"	Acorn Pl		residential
"9074"	Chaffee Ave		residential
"9075"	161st St		residential
"9076"	132nd St		residential
"9077"	135th Ave		residential
"9078"	131st St		residential
"9079"	Harding Ave		residential
"9080"	Lincoln St		residential
"9081"	Holly Pl		residential
"9082"	162nd St		residential
"9083"	149th Ave		residential
"9084"	Oak Ln		residential
"9085"			motorway_link
"9086"	161st St		residential
"9087"	14th Ave		residential
"9088"	Beech Pl		residential
"9089"	South Service Road		residential
"9090"	I-678		motorway
"9091"	Longstreet Ave		residential
"9092"	161st St		residential
"9093"	Hatting Pl		residential
"9094"	Mullen Pl		residential
"9095"	Beach 81st St		residential
"9096"	155th St		residential
"9097"	Private Dr		residential
"9098"	139th St		residential
"9099"	Alden Park		residential
"9100"	I-678		motorway
"9101"			motorway_link
"9102"	16th Dr		residential
"9103"	Cedar Pl		residential
"9104"	Waltham St		residential
"9105"	Cross Island Pkwy Srv		secondary
"9106"	160th St		residential
"9107"	Stevens Pl		residential
"9108"	106th Ave		residential
"9109"	160th St		residential
"9110"	157th St		residential
"9111"	132nd St		residential
"9112"			motorway_link
"9113"			motorway_link
"9114"	162nd St		residential
"9115"	132nd St		residential
"9116"	Princeton St		residential
"9117"	10th Ave		residential
"9118"	Daisy Pl		residential
"9119"	Lowe Ct		residential
"9120"	South Rd		residential
"9121"	107th Rd		residential
"9122"	9th Ave		residential
"9123"		yes	tertiary
"9124"	147th Pl		residential
"9125"	Reynolds Ave		residential
"9126"	155th St		residential
"9127"	Glennon Pl		residential
"9128"	Pedestrian Ovps		residential
"9129"	Mullan Pl		residential
"9130"	159th St		residential
"9131"	Powells Cove Blvd		residential
"9132"	Shore Dr		residential
"9133"	159th St		residential
"9134"	North Service Road		residential
"9135"	Elm Pl		residential
"9136"	Beach 80th St		residential
"9137"	Francis Lewis Blvd	yes	secondary
"9138"	Cross Island Pkwy Srv		unclassified
"9139"	84th Dr		residential
"9140"	Pennyfield Camp		residential
"9141"	Lakewood Ave		residential
"9142"	Edgemere St		residential
"9143"	117th Rd		residential
"9144"	162nd St		residential
"9145"	156th St		residential
"9146"	159th St		residential
"9147"			motorway_link
"9148"	Pennyfield Camp		residential
"9149"	150th Ave		residential
"9150"	85th Ave		residential
"9151"	154th Pl		residential
"9152"	Fern Pl		residential
"9153"	107th Ave		residential
"9154"	84th Ave		residential
"9155"	161st St		residential
"9156"	Pennyfield Camp		residential
"9157"	148th St		residential
"9158"	161st St		residential
"9159"	158th St		residential
"9160"	149th St		residential
"9161"	163rd St		residential
"9162"	Liverpool St		residential
"9163"	120th Ave		residential
"9164"	E 177th St		residential
"9165"	E 177th St		residential
"9166"	111th Ave		residential
"9167"	156th St		residential
"9168"	Riverside Dr		residential
"9169"	109th Rd		residential
"9170"	160th St		residential
"9171"	Tierney Pl		residential
"9172"	Dashby Ct		residential
"9173"	160th St		residential
"9174"			motorway_link
"9175"	Van Wyck Expressway Entrance N		residential
"9176"			motorway_link
"9177"	157th St		residential
"9178"	19th Ave		residential
"9179"	163rd St		residential
"9180"	159th St		residential
"9181"	18th Ave		residential
"9182"	141st St		residential
"9183"	Station Rd		residential
"9184"	Amstel Blvd		residential
"9185"	Shore Ave		residential
"9186"	147th Pl		residential
"9187"	Cross Island Pkwy Srv		unclassified
"9188"	Glassboro Ave		residential
"9189"	157th St		residential
"9190"	Geranium Pl		residential
"9191"	163rd St		residential
"9192"			motorway_link
"9193"	160th St		tertiary
"9194"	Cargo Rd		residential
"9195"	Hazel Pl		residential
"9196"	162nd St		residential
"9197"			motorway_link
"9198"	16th Rd		residential
"9199"	134th St		residential
"9200"	16th Ave		residential
"9201"	146th St		residential
"9202"	162nd St		residential
"9203"	Beach Channel Dr		secondary
"9204"			residential
"9205"			residential
"9206"	148th St		residential
"9207"			residential
"9208"	Ivy Pl		residential
"9209"	164th St		tertiary
"9210"	Soundview Ter		residential
"9211"	157th St		residential
"9212"	Longstreet Ave		residential
"9213"	161st St		residential
"9214"	Jasamine Pl		residential
"9215"	Lux Rd		residential
"9216"	69th Ave		residential
"9217"	134th Ave		residential
"9218"			motorway_link
"9219"	161st St		residential
"9220"	160th St		residential
"9221"			residential
"9222"	67th Ave		residential
"9223"	Normal Rd		residential
"9224"	142nd St		residential
"9225"	Eger Pl		residential
"9226"	21st Ave		residential
"9227"	Pedestrian Ovps		footway
"9228"			motorway_link
"9229"			motorway_link
"9230"	Hillmeyer Ave		residential
"9231"	147th St		residential
"9232"	161st St		residential
"9233"	Southern Pky		motorway
"9234"	Beach 77th St		residential
"9235"	153rd St		residential
"9236"	134th Pl		residential
"9237"	Chaffee Ave		residential
"9238"	109th Ave		residential
"9239"	163rd St		residential
"9240"	Pidgeon Meadow Rd		tertiary
"9241"			residential
"9242"	115th Ave		residential
"9243"	140th St		residential
"9244"	Crocheron Ave		tertiary
"9245"	158th St		residential
"9246"	81st Ave		residential
"9247"			motorway_link
"9248"	Almeda Ave		residential
"9249"	158th St		residential
"9250"			residential
"9251"	165th St		residential
"9252"	City Island Rd		residential
"9253"	149th St		residential
"9254"	Hatting Pl		residential
"9255"	163rd St		residential
"9256"	143rd St		residential
"9257"	109th Ave		residential
"9258"	Bevy Pl		residential
"9259"	Beach 76th St		residential
"9260"	Pinegrove St		residential
"9261"	Alan Pl		residential
"9262"	155th St		residential
"9263"	Depot Rd		residential
"9264"	148th St		residential
"9265"	135th St		residential
"9266"	82nd Rd		residential
"9267"			residential
"9268"	163rd Pl		residential
"9269"	Glennon Pl		residential
"9270"	Barbadoes Dr		residential
"9271"	Glenn Ave		residential
"9272"	159th St		residential
"9273"	116th Ave		residential
"9274"	164th Pl		residential
"9275"	165th St		residential
"9276"	151st St		residential
"9277"			motorway_link
"9278"	135th St		residential
"9279"	21st Rd		residential
"9280"	159th St		residential
"9281"	160th St		residential
"9282"	Underhill Ave		residential
"9283"	Beach 75th St		residential
"9284"	Burchell Ave		residential
"9285"	Schuyler Ter		residential
"9286"	158th St		residential
"9287"	166th St		residential
"9288"			motorway_link
"9289"	90th Ave		residential
"9290"	Riverside Dr		residential
"9291"	Giegerich Pl		residential
"9292"	162nd St		residential
"9293"	Metcalf Ave		residential
"9294"	Highland Ave		residential
"9295"	Pidgeon Meadow Rd		residential
"9296"	164th St		tertiary
"9297"	164th St		residential
"9298"	Beach 75th St		residential
"9299"	Burdette Pl		residential
"9300"	Station Rd		residential
"9301"	164th St		residential
"9302"	Oak Ave		residential
"9303"	Litnonia Ave		residential
"9304"	29th Ave		residential
"9305"	Bayside Ln		tertiary
"9306"	Litnonia Ave		residential
"9307"	Ferndale Ave		residential
"9308"	84th Ave		residential
"9309"	165th St		residential
"9310"	Beaver Rd		residential
"9311"	163rd St		residential
"9312"			residential
"9313"	86th Crest		residential
"9314"	86th Ave		residential
"9315"	135th Pl		residential
"9316"	Alwick Rd		residential
"9317"	130th Ave		residential
"9318"	Arlington Ter		residential
"9319"			motorway_link
"9320"	139th St		residential
"9321"	Elizabeth Ave		residential
"9322"	90th Rd		residential
"9323"	151st St		residential
"9324"	142nd St		residential
"9325"			motorway_link
"9326"			motorway_link
"9327"	Beach 74th St		residential
"9328"	158th St		residential
"9329"	Thursby Ave		residential
"9330"	Cross Island Parkway Entrance NB		motorway_link
"9331"	77th Rd		residential
"9332"	159th St		residential
"9333"	167th St		residential
"9334"	Grace Ct		residential
"9335"	20th Ave		residential
"9336"			residential
"9337"	110th Ave		residential
"9338"	Beach 74th St		residential
"9339"	Glassboro Ave		residential
"9340"	Park Dr		residential
"9341"	City Island Rd		residential
"9342"	Park Dr		residential
"9343"	Guinzburg Rd		residential
"9344"			motorway_link
"9345"			motorway_link
"9346"	Chapin Pky		residential
"9347"	162nd St		residential
"9348"	157th St		residential
"9349"	164th St		residential
"9350"	"Throgs Neck Brg; Locust Point Dr"		residential
"9351"	166th St		residential
"9352"			motorway_link
"9353"	165th St		residential
"9354"	120th Ave		residential
"9355"			motorway_link
"9356"			motorway_link
"9357"	164th St		residential
"9358"	160th St		residential
"9359"	Lighthouse Dr		residential
"9360"	164th Pl		residential
"9361"	167th St		residential
"9362"	Bayfield Ave		residential
"9363"	Lithonia Ave		residential
"9364"			motorway_link
"9365"			motorway_link
"9366"	Shepard Ave		residential
"9367"	Erben Ave		residential
"9368"	Spinnaker Dr		residential
"9369"	Park Dr		residential
"9370"	Park Dr		residential
"9371"	86th Rd		residential
"9372"	19th Ave		residential
"9373"	Shorefront Pky		residential
"9374"	Beach 73rd St		residential
"9375"	21st Ave		residential
"9376"	161st St		residential
"9377"	Tuckerton St		residential
"9378"	Hessler Ave		residential
"9379"			motorway_link
"9380"	168th St		residential
"9381"	Shore Front Pky		residential
"9382"	Beach 73rd St		tertiary
"9383"	85th Ave		residential
"9384"	165th St		residential
"9385"	Spa Pl		residential
"9386"	De Costa Ave		residential
"9387"	Gouverneur Ave		residential
"9388"	87th Rd		residential
"9389"			motorway_link
"9390"	166th St		residential
"9391"	161st St		residential
"9392"	167th St		residential
"9393"	Park Dr		residential
"9394"			motorway_link
"9395"	165th St		residential
"9396"	168th St		residential
"9397"	108th Ave		residential
"9398"	Chapin Ct		residential
"9399"	123rd Ave		residential
"9400"	144th St		residential
"9401"	Styler Rd		residential
"9402"	130th Ave		residential
"9403"	131st Ave		residential
"9404"	132nd Ave		residential
"9405"	Sutter Ave		residential
"9406"	134th Ave		residential
"9407"	163rd St		residential
"9408"	Park Dr		residential
"9409"	162nd St		residential
"9410"	153rd St		residential
"9411"	Park Dr		residential
"9412"	169th St		residential
"9413"	Beach 72nd St		residential
"9414"	135th Ave		residential
"9415"	156th Pl		residential
"9416"	22nd Ave		residential
"9417"	Park Dr		residential
"9418"	161st St		residential
"9419"	138th St		residential
"9420"	86th Rd		residential
"9421"	Bascom Ave		residential
"9422"	156th St		residential
"9423"	Twombly Pl		residential
"9424"	168th St		residential
"9425"	167th St		residential
"9426"	163rd St		residential
"9427"	Park Cres		residential
"9428"	160th St		residential
"9429"	16th Rd		residential
"9430"	166th St		residential
"9431"	Beach 71st St		residential
"9432"	169th St		residential
"9433"	145th St		residential
"9434"	Park Dr		residential
"9435"	154th St		residential
"9436"	15th Dr		residential
"9437"	116th Rd		residential
"9438"			residential
"9439"	Yates Rd		residential
"9440"	163rd St		residential
"9441"			motorway_link
"9442"	170th St		residential
"9443"			residential
"9444"	Park Dr		residential
"9445"	163rd St		residential
"9446"	Beech Tree Ln		residential
"9447"	Park Dr		residential
"9448"			residential
"9449"	108th Ave		residential
"9450"	169th St		residential
"9451"	168th St		residential
"9452"			motorway_link
"9453"	155th St		residential
"9454"	159th St		residential
"9455"	Atlantic Ave		residential
"9456"			footway
"9457"	170th St		residential
"9458"	167th St		residential
"9459"	Beach 70th St		residential
"9460"	Evans Rd		residential
"9461"	142nd Pl		residential
"9462"			residential
"9463"	Beach 69th St		residential
"9464"	164th St		residential
"9465"	171st St		residential
"9466"	North Conduit Ave		secondary
"9467"	14th Rd		residential
"9468"	156th St		residential
"9469"	68th Ave		residential
"9470"			residential
"9471"	142nd St		residential
"9472"	119th Rd		residential
"9473"	26th Ave		tertiary
"9474"	25th Dr		residential
"9475"	41st Ave		residential
"9476"			motorway_link
"9477"	Upland Pky		residential
"9478"	Gothic Dr		residential
"9479"	Clinton Pl		residential
"9480"	129th Ave		residential
"9481"	146th St		residential
"9482"	169th St		residential
"9483"	170th St		residential
"9484"			motorway_link
"9485"	168th St		residential
"9486"	171st St		residential
"9487"	164th St		residential
"9488"	60th Ave		residential
"9489"	168th St		residential
"9490"			motorway_link
"9491"	131st Ave		residential
"9492"	Clinton Ter		residential
"9493"	109th Ave		residential
"9494"	Southern Parkway Service Road		unclassified
"9495"			service
"9496"	Union Hall St		residential
"9497"	157th St		residential
"9498"			motorway_link
"9499"	165th St		residential
"9500"	166th St		residential
"9501"	12th Ave		residential
"9502"	110th Rd		residential
"9503"	172nd St		residential
"9504"	Beach 68th St		residential
"9505"	Swan Rd		residential
"9506"	Story Rd		residential
"9507"	122nd Ave		residential
"9508"	153rd St		residential
"9509"	109th Rd		residential
"9510"	154th St		residential
"9511"	119th Ave		residential
"9512"	Dale Rd		residential
"9513"	170th Pl		residential
"9514"	Park Ln		residential
"9515"	Park Dr		residential
"9516"	166th St		residential
"9517"	168th Pl		residential
"9518"	170th St		residential
"9519"	165th St		residential
"9520"	Auburndale Ln		residential
"9521"	172nd St		residential
"9522"	Fresh Meadow Ln		residential
"9523"	59th Ave		residential
"9524"	167th St		residential
"9525"	169th St		residential
"9526"	17th Rd		residential
"9527"	109th Dr		residential
"9528"	16th Rd		residential
"9529"	Crowninshield St		residential
"9530"	133rd Ave		residential
"9531"	North Service Road		residential
"9532"	N Conduit Blvd		secondary
"9533"	New York Blvd		residential
"9534"	173rd St		residential
"9535"	88th Ave		residential
"9536"	North Conduit Ave		residential
"9537"			motorway_link
"9538"			motorway_link
"9539"	Burton St		residential
"9540"	Larkin Ave		residential
"9541"	Beach 67th St		residential
"9542"	De Costa Ave		residential
"9543"	110th Ave		residential
"9544"	148th St		residential
"9545"	Grnd Cntrl Parkway Entrance Wb		residential
"9546"	Underhill Ave		residential
"9547"	171st St		residential
"9548"			service
"9549"	169th St		residential
"9550"			motorway_link
"9551"	Gladwin Ave		residential
"9552"	174th St		residential
"9553"	171st St		residential
"9554"	Merrick Blvd		residential
"9555"	170th St		residential
"9556"	143rd St		residential
"9557"	39th Ave		residential
"9558"	Burton St		residential
"9559"	112th Ave		residential
"9560"	174th St		residential
"9561"	Totten St		residential
"9562"	88th Ave		residential
"9563"	64th Ave		residential
"9564"	68th Ave		residential
"9565"	174th St		residential
"9566"	Totten St		residential
"9567"	Linden Ave		residential
"9568"	56th Ave		residential
"9569"	Beach 66th St		residential
"9570"	Nassau Expressway Exit Wb		residential
"9571"			motorway_link
"9572"	123rd Ave		residential
"9573"	Effington Ave		residential
"9574"	174th St		residential
"9575"	170th St		residential
"9576"			motorway_link
"9577"	Station Rd		residential
"9578"	171st Pl		residential
"9579"	Cross Island Pkwy Service Road		tertiary
"9580"	Cargo Plz		residential
"9581"	South Service Ct		residential
"9582"	144th St		residential
"9583"	North Service Ct		residential
"9584"	South Cargo Rd		residential
"9585"	Center Cargo Rd		residential
"9586"	171st St		residential
"9587"	175th St		residential
"9588"	150th Ave		residential
"9589"	83rd Ave		residential
"9590"	19th Ave		residential
"9591"			residential
"9592"	111th Rd		residential
"9593"	107th Ave		residential
"9594"	156th St		residential
"9595"	Auburndale Ln		residential
"9596"	18th Ave		residential
"9597"	175th St		residential
"9598"	Utopia Pky		tertiary
"9599"	Brinkerhoff Ave		residential
"9600"	174th St		residential
"9601"	McGowan St		residential
"9602"			residential
"9603"	42nd Ave		residential
"9604"	74th Ave		residential
"9605"	Utopia Pky		residential
"9606"	129th Ave		residential
"9607"	90th Ave		residential
"9608"	Beach 65th St		residential
"9609"	27th Ave		residential
"9610"			tertiary
"9611"	X Isle Parkway Exit Naval Base		tertiary
"9612"	Gladwin Ave		residential
"9613"	110th Ave		residential
"9614"	Fairchild Ave		residential
"9615"	Effington Ave		residential
"9616"	Pidgeon Meadow Rd		residential
"9617"	16th Ave		residential
"9618"	47th Ave		residential
"9619"	175th St		residential
"9620"	Courtney Ave		residential
"9621"	Bagley Ave		residential
"9622"	Guy R Brewer Blvd		residential
"9623"	Ashby Ave		residential
"9624"	84th Rd		residential
"9625"	149th St		residential
"9626"			motorway_link
"9627"			service
"9628"	50th Ave		residential
"9629"	Peck Ave		residential
"9630"	172nd St		residential
"9631"	82nd Ave		residential
"9632"	146th St		residential
"9633"	84th Dr		residential
"9634"	91st Ave		residential
"9635"	17th Ave		residential
"9636"	172nd St		residential
"9637"			motorway_link
"9638"	88th Ave		residential
"9639"	113th Ave		residential
"9640"	Pilot Rd		residential
"9641"	Compass Rd		residential
"9642"	Beach 65th St		residential
"9643"	Field Pl		residential
"9644"	172nd St		residential
"9645"	Station Rd		residential
"9646"	175th St		residential
"9647"			residential
"9648"	146th St		residential
"9649"	200th St		residential
"9650"	28th Ave		residential
"9651"	150th St		residential
"9652"	15th Rd		residential
"9653"			pedestrian
"9654"	175th Pl		residential
"9655"	176th St		residential
"9656"			residential
"9657"	172nd St		residential
"9658"			motorway_link
"9659"	Beach 65th St		residential
"9660"	Beach 64th St		residential
"9661"	175th Pl		residential
"9662"	171st St		residential
"9663"	Compass Rd		residential
"9664"			motorway_link
"9665"	21st Ave		residential
"9666"	Clayton Rd		residential
"9667"			motorway_link
"9668"	Patterson St		residential
"9669"	77th Rd		residential
"9670"	Home Lawn St		residential
"9671"	Henley Rd		residential
"9672"	164th St		residential
"9673"	147th St		residential
"9674"	37th Ave		residential
"9675"	147th Ave		residential
"9676"	201st St		residential
"9677"	114th Rd		residential
"9678"			undefined
"9679"			residential
"9680"	Auguste Ct		residential
"9681"	Kingston Pl		residential
"9682"	Beach 64th St		residential
"9683"			motorway_link
"9684"	146th St		residential
"9685"	JFK EXPWY		motorway
"9686"	Cedarcroft Rd		residential
"9687"	91st Ave		residential
"9688"	173rd St		residential
"9689"	178th St		residential
"9690"	Beach 63rd St		residential
"9691"	164th St		residential
"9692"			motorway_link
"9693"	JFK EXPWY		motorway
"9694"	115th Ave		residential
"9695"	182nd St		residential
"9696"	Booth Memorial Ave		residential
"9697"	58th Ave		residential
"9698"	Burchell Rd		residential
"9699"	Aspen Pl		residential
"9700"	56th Ave		residential
"9701"	177th St		residential
"9702"	180th St		residential
"9703"	Elizabeth Rd		residential
"9704"	148th St		residential
"9705"	115th Dr		residential
"9706"	115th Rd		residential
"9707"	184th St		residential
"9708"	City Island Ave		residential
"9709"	189th St		residential
"9710"	27th Ave		residential
"9711"	104th Rd		residential
"9712"	158th St		residential
"9713"	Liberty Ave		residential
"9714"	Hanus St		residential
"9715"	Wadhams St		residential
"9716"	116th Rd		residential
"9717"			residential
"9718"	James Ct		residential
"9719"			residential
"9720"	46th Ave		residential
"9721"	Hollis Court Blvd		tertiary
"9722"	Kendrick Pl		residential
"9723"	30th Ave		residential
"9724"	181st St		residential
"9725"	186th St		residential
"9726"	48th Ave		residential
"9727"	116th Dr		residential
"9728"	Croydon Rd		residential
"9729"			motorway_link
"9730"	190th St		residential
"9731"	188th St		tertiary
"9732"	202nd St		residential
"9733"	187th St		residential
"9734"	147th St		residential
"9735"	Beach 63rd St		residential
"9736"	Beach 63rd St		residential
"9737"	Seafoam Ct		residential
"9738"	City Island Ave		residential
"9739"	170th St		residential
"9740"	173rd St		residential
"9741"	179th St		residential
"9742"	150th St		residential
"9743"	190th St		residential
"9744"	183rd St		residential
"9745"	165th St		residential
"9746"	Douglas Ave		residential
"9747"	Jfk Expressway Entrance NB		residential
"9748"	JFK EXPWY		motorway
"9749"	182nd St		residential
"9750"			motorway_link
"9751"	43rd Rd		residential
"9752"	Cross Island Pky		motorway
"9753"	Mayfield Rd		residential
"9754"	118th Ave		residential
"9755"	Cross Island Pky		motorway
"9756"			residential
"9757"	S South St		residential
"9758"	44th Ave		residential
"9759"	164th Pl		residential
"9760"	JFK EXPWY		motorway
"9761"	Beach 62nd St		residential
"9762"	178th St		residential
"9763"	159th St		residential
"9764"	185th St		residential
"9765"	93rd Ave		residential
"9766"	190th St		residential
"9767"			residential
"9768"	200th St		residential
"9769"	149th St		residential
"9770"	Jordan St		residential
"9771"	45th Rd		residential
"9772"	45th Dr		residential
"9773"	City Island Ave		residential
"9774"	Arverne Blvd		residential
"9775"	119th Rd		residential
"9776"	168th Pl		residential
"9777"			service
"9778"			residential
"9779"	201st St		residential
"9780"	175th St		residential
"9781"	80th Rd		residential
"9782"	Bridge St		residential
"9783"	46th Rd		residential
"9784"			motorway_link
"9785"	148th St		residential
"9786"	32nd Rd		residential
"9787"			motorway_link
"9788"			motorway_link
"9789"	191st St		residential
"9790"	Charlecote Ridge		residential
"9791"	120th Ave		residential
"9792"	Bay St		residential
"9793"	Central Terminal Area		residential
"9794"			motorway_link
"9795"	Tier St		residential
"9796"			motorway_link
"9797"	Cross Island Parkway Exit Naval Base		residential
"9798"	191st St		residential
"9799"			residential
"9800"	Grand Ctrl Pkwy S Rd		residential
"9801"			motorway_link
"9802"			motorway_link
"9803"	92nd Rd		residential
"9804"	150th St		residential
"9805"	171st St		residential
"9806"	183rd St		residential
"9807"	121st Ave		residential
"9808"			unclassified
"9809"	80th Dr		residential
"9810"	Fordham St		residential
"9811"	186th St		residential
"9812"	191st St		residential
"9813"	Charlecote Ridge		residential
"9814"	South Cargo Rd		residential
"9815"	122nd Ave		residential
"9816"	Liberty Ave		residential
"9817"	Minnieford Ave		residential
"9818"	Sutherland St		residential
"9819"	Merrick Blvd		secondary
"9820"	159th St		residential
"9821"	Beach 61st St		residential
"9822"	33rd Ave		residential
